"English Word","Word Type","Dragon Translation"
Sarcophagus,noun,Slenaakin
Sardine,noun,Malikin
Sat,verb,Praal
Satellite,noun,Gutlokmiin
Satisfactory,adjective,Gemoguraal
Satisfy,verb,Gemogur
Saturday,noun,Strunsul
Sauce,noun,Ezil
Sausage,noun,Avtoknun
Savage,adjective,Bruniik
Savageness,noun,Brunikaar
Savagery,noun,Brunikaar
Savanna,noun,Nahpindaar
Savant,noun,Mindokah
Save,verb,Sav
Savior,noun,Saviik
Savor,verb,Koviriis
Savour,verb,Koviriis
Savvy,noun,Nulaar
Saw,noun,Worax
Sawmill,noun,Woraxpund
Say,verb,Saag
Saying,noun,Sahgaat
Scabbard,noun,Frit
Scaffold,noun,Musgiir
Scald,verb,Ahgon
Scale,verb,Ruknaar
Scale,noun,Vrii
Scalp,noun,Klovpiit
Scalpel,noun,Zosoviis-Tuz
Scaly,adjective,Vriilus
Scamp,noun,Skur
Scamper,verb,Ruskir
Scant,adjective,Malaas
Scar,noun,Skein
Scarce,adjective,Malaas
Scarcely,adverb,Nuth
Scare,verb,Gefaas
Scarecrow,noun,Olm-Gefaasiik
Scared,adjective,Faas
Scarf,noun,Rusriiv
Scarlet,adjective,Sahqos
Scathe,verb,"Ahraan, Ag"
Scatter,verb,Volahvraan
Scavenge,verb,Tovitah
Scene,noun,Vetgar
Scenery,noun,Fahzon
Scenic,adjective,Lunbrii
Scent,noun,Sahlon
Scented,adjective,Sahlonaal
Sceptical,adjective,Zogrit
Scepticism,noun,Grit
Schadenfreude,noun,Aus-Jiik
Schedule,noun,Meintiid
Schematic,noun,Kolzakiiv
Scheme,noun,Virlaan
Scherzando,adjective,Yirtlovaasus
Scherzo,noun,Yirtlovaas
Schism,verb,Krenok
Scholar,noun,"Mindokah, Mindaziik"
Scholarship,noun,Mindaziikein
School,noun,"Hahsok, Mindaziir"
Schooner,noun,Malveysun
Science,noun,Mindaas
Scientist,noun,Mindokah
Scimitar,noun,Krelzahkrii
Scintillate,verb,Dortiis
Scissors,noun,Veydraat
Scold,verb,Lahk
Scorch,verb,Parok
Score,noun,Jusktii
Scorecard,noun,Jusktiishaal
Scorn,verb,Beyn
Scorned,verb,Beyn
Scorpion,noun,Pusonin
Scoundrel,noun,Vaarun
Scourge,noun,Skah
Scout,noun,Roviik
Scout,verb,Rovit
Scowl,verb,Fiivut
Scrap,verb,Dahst
Scrap,noun,Dahstin
Scrape,verb,Ahkrol
Scratch,verb,Klor
Scratchless,adjective,Klornu
Scream,verb,Marzu
Screech,verb,Marzu
Screen,noun,Spiin
Screw,noun,Tolakniir
Scribble,verb,Binrut
Scribe,noun,Peliik
Script,noun,Kuld
Scriptorium,noun,Pelorun
Scripture,noun,Rahdey
Scroll,noun,Dey
Scrub,verb,Sozkul
Scry,verb,Lostiid
Sculpture,noun,Baasegolz
Scum,noun,Banaak
Scurry,verb,Ruskir
Scythe,noun,Krezah
Sea,noun,Okaaz
"Sea Hawk",noun,Thusokriim
Seal,verb,Strin
Seal,noun,"Kovolkniir, Siigren"
Seam,noun,Osleyt
Seamstress,noun,Osuliik
Search,verb,Tovit
"Search Engine",noun,Vozahkel-Tovitaan
Searcher,noun,Tovitaan
Season,noun,Evgir
Seasonal,adjective,Evgiruv
Seat,verb,Praal
Seaweed,noun,Veydosebriin
Second,adjective,Ziist
Second,noun,Draaz
"Second Seed",noun,Ziistmaas
Secondary,adjective,Ziinven
Secrecy,noun,Sovenom
Secret,adjective,Soven
Secretary,noun,Pelein
Secrete,verb,Godun
Secretion,verb,Godun
Secretion,noun,Bosmoliin
Section,noun,Malur
Secunda,noun,Nahkorah
Secure,verb,Kogur
Secureness,noun,Kogurom
Security,noun,Kogurom
Sedate,verb,Laagdrun
Sedative,verb,Laagdrun
Seduce,verb,Vahlii
Seduction,noun,Vahliind
See,verb,Koraav
Seed,noun,Maas
Seedless,adjective,Maasnu
Seek,verb,Yah
Seeker,noun,Tovitaan
Seem,verb,Fon
Seen,adjective,Nun
Seer,noun,Koraaviik
Seethe,verb,Domor
Seize,verb,Kuz
Seizure,noun,Kuz
Seldom,adverb,Lovuneh
Self,noun,Meyar
Self-Harm,noun,Meyar-Ahraan
Self-respect,noun,Meyfir
Selfish,adjective,Maruv
Selfishness,noun,Maruvom
Selfless,adjective,Meyarnu
Selflessness,noun,Meyarnu
Sell,verb,Solgah
Sellable,adjective,Visolgah
Seller,noun,Solgaaz
Semen,noun,Maassemun
Semi-Canon,adjective,Sonoron
Send,verb,Fid
Senile,adjective,Wuth-Liivrah
Sensation,noun,Honahlaat
Sense,verb,Honah
Senseless,adjective,Goltnu
Sensitive,adjective,Muhonah
Sensual,adjective,Slenuv
Sentence,verb,Gronzul
Sentient,adjective,Hahulaan
Sentiment,noun,Pruvos
Sentimental,adjective,Pruvosaal
Sepal,noun,Rostaam
Separate,verb,"Krenok, Vonaav"
Separation,verb,Krenok
September,noun,Silyol
Septim,noun,Yuld
Sepulcher,noun,Malqoth
Sepulchre,noun,Malqoth
Serenade,noun,Fridirlovaas
Serendipity,noun,Grozeindez
Serene,noun,Zodremhah
Serenity,noun,Dremhah
Serial,adjective,Boriigaar
Serious,adjective,Graav
Sermon,noun,Sahvotaak
Serpent,noun,Vith
Serpentine,adjective,Vithuv
Serrated,adjective,Kahnzon
Servant,noun,Aar
Serve,verb,Aam
Server,noun,Rizulvoth
Service,noun,Ahmik
Servile,adjective,Untaar
Servitude,noun,Zaamhus
Set,noun,Det
Set,verb,Hel
Settle,verb,Feymah
Settlement,noun,Feymahorun
Settler,noun,Feymahiik
Seuter,noun,Dezsom
Seven,noun,Zud
Sever,verb,Kliiz
Several,adjective,Pogaat
Severe,adjective,Vidaat
Severeness,noun,Vidaat
Severity,noun,Vidaat
Sew,verb,Osul
Sex,noun,Veiliin
Sex,verb,Liin
Sexual,adjective,Liinvas
Sexy,adjective,Liinus
Shack,noun,Qiiv
Shackle,noun,Sken
Shade,verb,Gevul
Shade,noun,"Hokzii, Jahkiit"
Shadow,noun,Vokun
Shadowscale,noun,Vokunkiin
Shadowy,adjective,Vokunus
Shake,verb,Motaad
Shaky,adjective,Mahus
Shall,verb,Fent
Shallow,adjective,Prudil
Shallowness,noun,Prudilom
Shaman,noun,Lahiik
Shamanism,noun,Lahlun
Shamble,verb,Paagluf
Shame,noun,Paak
Shameful,adjective,Zopaak
Shampoo,noun,Omshuniir
Shanty,noun,Saatvaas
Shape,noun,Buld
Shapely,adjective,Buldus
Shapeshifter,noun,Luft-Vuldiik
Shard,noun,Bruzah
Share,verb,Ofun
Shark,noun,Okravaaz
Sharp,adjective,Kinzon
Sharpen,verb,Gekinzon
Sharpness,noun,Kinzonom
Shatter,verb,Kren
Shattered,adjective,Krent
Shave,verb,Ahkrol
She,pronoun,Rek
Shear,verb,Smahluvey
Sheath,noun,Frit
Sheathe,verb,Friim
Sheave,noun,Rodiin
Shed,verb,"Brenok, Stiis"
Sheep,noun,Smahlu
Sheet,noun,Donin
Shelf,noun,Hiilah
Shell,noun,Qarah
Shelter,verb,Spaal
Shepherd,noun,"Sekmir, Smahlumun"
Shield,noun,Spaan
Shield,verb,Spaal
Shift,verb,Vuld
Shimmer,verb,Viim
Shin,noun,Krogiir
Shine,verb,Viin
Shingle,noun,Kavrii
Shining,adjective,Viintaas
Ship,noun,Veysun
Shirt,noun,Kaam
Shit,noun,Draaf
Shitty,adjective,Draafus
Shiver,verb,Olg
Shock,verb,Zahrak
Shock,noun,Reik
Shockwave,noun,Fusriin
Shoe,noun,Kot
Shoelace,noun,Kotrin
Shoot,verb,Ronah
Shop,noun,"Jag, Veydar"
Shore,noun,Thus
Short,adjective,"Maltiid, Malingraan"
Shortbow,noun,Malax
Shorten,verb,Gemalingraan
Shortly,adverb,Das
Shortsword,noun,Maltuz
Shot,noun,Ronah
Should,verb,Fend
Shoulder,noun,Suld
Shout,verb,Zaan
Shovel,noun,Deytoniir
Show,verb,Genun
Shower,verb,Nahsek
Shrapnel,noun,Bruzaak
Shred,verb,Trof
Shriek,verb,Marzaan
Shrill,adjective,Hiis
Shrimp,noun,Okaazklav
Shrine,noun,Belur
Shrink,verb,Gemal
Shroud,noun,Vonuntiv
Shroud,verb,Gevul
Shrub,noun,Jin
Shrug,noun,Lehet
Shudder,verb,"Motaad, Olg"
Shuddered,verb,Motaad
Shuffle,verb,Paagluf
Shun,verb,Dahvol
Shut,verb,Strin
Shy,adjective,Kud
Sibling,noun,Soskiin
Sick,adjective,Kras
Sicken,verb,Gekras
Sickening,adjective,Gekrastok
Sickle,noun,Kreltuz
Sickness,noun,Krasaar
Side,noun,Reid
Siege,noun,Kirgar
Sieve,noun,Bozeim-Bexaat
Sigh,verb,Sunu
Sight,noun,Koraav
Sigil,noun,Siigren
Sign,noun,Siin
Signal,verb,Siintul
Signature,noun,Mindok-Sik
Significance,noun,Nizraadom
Significant,adjective,Nizraad
Signify,verb,Siintul
Signless,adjective,Siinvu
Silence,verb,Nahlot
Silencer,noun,Nahlotzaan
Silent,adjective,Nahlon
Silhouette,noun,Reitir
Silk,noun,Sluv
Silken,adjective,Sluvus
Silky,adjective,Sluvus
Silt,noun,Amriis
Silver,adjective,Silon
Similar,adjective,Medaas
"Similar (to)",preposition,Med
Simple,adjective,Vahk
Simplify,verb,Gevahk
Simulate,verb,Lanrii
Sin,noun,Vosod
Since,preposition,Ruzun
Sincere,adjective,Wiistel
Sincerity,noun,"Wiistelom, Wiistelom"
Sing,verb,Mirodah
Singer,noun,Mirodahiik
Single,adjective,Geinan
Single-Handed,adjective,Meyardein
Sinister,adjective,Dezmi
Sink,noun,Storn
Sink,verb,Trum
Sinkhole,noun,Goldiivon
Sinner,noun,Vosodiik
Sir,noun,Zoh
Sire,verb,Got
Sister,noun,Briinah
Sisterhood,noun,Briinahmaar
Sisterly,adjective,Briinahus
Sit,verb,Praal
Site,noun,Staad
Situation,noun,Ahstiir
Six,noun,Sok
Size,noun,Raaz
Sizzle,verb,Kresel
Skate,verb,Rodzor
Skateboard,noun,Rod-Gosvah
Skeever,noun,Skaam
Skeletal,adjective,Olqeinus
Skeleton,noun,Olqein
Skeptic,noun,Gritiik
Skeptical,adjective,Zogrit
Skepticism,noun,Grit
Skew,verb,Skiiv
Skewer,verb,Kinzuk
Skies,noun,Lok
Skilful,adjective,Zonoot
Skill,noun,Noot
Skilled,adjective,Zonoot
Skillet,noun,Friisgelt
Skillful,adjective,Zonoot
Skin,noun,Karaak
Skinny,adjective,Veirey
Skip,verb,Raas
Skirmish,noun,Malgrah
Skirt,noun,Skovaas
Skittish,adjective,Balkus
Skull,noun,Klus
Sky,noun,Lok
Skyforge,noun,Heimsekaan
Skyrim,noun,Keizaal
Skyscraper,noun,Lokreniik
Skyward,adjective,Loktiv
Slain,adjective,Krinaan
Slam,verb,Skaan
Slander,noun,Rotzekein
Slander,verb,Faazrot
Slap,verb,Hos
Slash,verb,Graaz
Slate,noun,Yelgol
Slaughter,noun,Kriin
Slaughterfish,noun,Dilosikin
Slave,noun,"Aar, Zaam"
"Slave Master",noun,Kroskinbok
Slaver,noun,Aariik
Slavery,noun,Zaamhus
Slay,verb,Kriin
Slayer,noun,"Kriid, Kriaan"
Sled,noun,Andraas
Sleek,adjective,Ozur
Sleekness,noun,Ozurom
Sleep,noun,Laag
Sleepiness,noun,Laagusom
Sleepless,adjective,Laagnu
Sleepwear,noun,Vulonriived
Sleepy,adjective,Laagus
Sleet,noun,Iizlokluv
Sleigh,noun,Andraas
Slender,adjective,Egiis
Slew,verb,Kriin
Slice,noun,Bonaak
Slide,verb,Praak
Slight,adjective,Stiilah
Slime,noun,Bovaalik
Slimy,adjective,Bovaalikus
Sling,noun,Mirol
Slingshot,noun,Lonlax
Slip,verb,Motmah
Slippery,adjective,Motmahus
Slit,verb,Zereis
Slit,noun,Rav
Slither,verb,Praak
Sliver,noun,Tojaar
Sload,noun,Bremaan
Sloth,noun,Seinraan
Slouch,verb,Praalum
Slovenly,adjective,Theskus
Slow,adjective,Sein
Slow,verb,Gesein
Sludge,noun,Graluk
Sludgy,adjective,Gralukus
Slug,noun,Bremaav
Slugish,adjective,Nibo
Slut,noun,Wiizaan
Sly,adjective,Fax
Slyness,adjective,Fahrax
Smack,verb,Eitah
Small,adjective,"Mal, Pus, Malingraan"
Smart,adjective,Mindosaal
Smartphone,noun,Lorgutzul
Smash,verb,Gunaar
Smell,noun,Sahlon
Smelly,adjective,Sahlonaal
Smelt,verb,Freind
Smile,verb,Niif
Smirk,verb,Ahniif
Smite,verb,Skag
Smith,noun,Heimiik
Smoke,noun,Gel
Smoky,adjective,Gelus
Smooth,adjective,Ozur
Smoothie,noun,Fopiin
Smoothness,noun,Ozurom
Smuggle,verb,Yaaviliis
Snack,noun,Eytik
Snag,verb,Trog
Snail,noun,Spaan-Bremaav
Snake,noun,Prakem
Snap,verb,Sliit
Snare,noun,Horvut
Snarl,verb,"Raal, Stiir"
Snatch,verb,Trog
Sneak,verb,Ahkrop
Sneaky,adjective,Ahkropus
Sneer,verb,Ahniif
Sneeze,noun,Aakfus
Sniff,verb,Fuh
Sniffle,verb,Krasum
Sniper,noun,Gutinok
Snoop,verb,Kropah
Snore,verb,Laak
Snort,verb,Fuh
Snout,noun,Sumaraan
Snow,noun,Od
"Snow Elf",noun,Odfahliil
Snowberry,noun,Odogah
Snowman,noun,Munseod
Snowstorm,noun,Odstrun
Snowy,adjective,Odus
Snuffle,verb,Krasum
Snug,adjective,Muf
Snuggle,verb,Fadaav
So,adverb,Ful
Soak,verb,Gelomiiz
Soap,noun,Shuniir
Soapstone,noun,Dwiirok-Gol
Soar,verb,Vaan
Sober,adjective,Voteivo
Soccer,noun,Pahrk-Niiv
Social,adjective,Tinvaakuv
Socialism,noun,Pahvothpiraak
Socialist,noun,Pahvothpiraak
Societal,adjective,Nahlimaaruv
Society,noun,Nahlimaar
Sock,noun,Pahrkriiv
Soda,noun,Diipahlom
Soft,adjective,"Fask, Seh"
Soften,verb,Gefask
Softness,adjective,Faskom
Software,noun,Vomulhaan-Rihahdrim
Soil,noun,"Denek, Thok"
Soil,verb,"Nahpok, Denaak"
Solace,noun,Sulvek
Solar,adjective,Shuluv
"Solar Eclipse",noun,Kreinvulon
"Solar Flare",noun,Filrith
"Solar System",noun,Shulrod
Solder,verb,Geltaav
Soldier,noun,Rahzun
Solemn,adjective,Sokei
Solid,adjective,Zokro
Solid,adjective,Hahgolt
Solidarity,noun,Pahgein
Solitude,noun,"Okulom, Bromgrindol "
Solstheim,noun,Veysenor
Solstice,noun,"Lingrahsul, Maltiidsul"
Solution,noun,Lusvaan
Solve,verb,Lusvaan
Somber,adjective,Zukgraav
Some,pronoun,Osos
Somebody,pronoun,Aanwo
Someday,adverb,Ahsul
Somehow,adverb,Koven
Someone,pronoun,Aanwo
Something,pronoun,Atruk
Sometime,noun,Ahstiid
Sometimes,adverb,Ahstiid
Someway,adverb,Koven
Somewhere,adverb,Ahstaad
Son,noun,Kul
Sonar,noun,Lomyah
Song,noun,Lovaas
Songbird,noun,Lovaaslokraan
Soon,adverb,Das
Soothe,verb,Ahloriiv
Soprano,adjective,Biizlovaas
Sorcerer,noun,Kro
Sorcerous,adjective,Zokromaar
Sorcery,noun,Kromaar
Sore,noun,Romkin
Sororicide,noun,Kriibrinah
Sorrow,noun,"Krosis, So"
Sorrowful,adjective,"Sokei, Zokrosis"
Sorry,adjective,Krosis
Sorry,adjective,Zokrosis
Sort,noun,Eylok
Sought,verb,Yah
Soul,noun,Sil
"Soul Cairn",noun,Grunzsesille
"Soul Gem",noun,Silgren
"Soul Trapped",noun,Silgrol
Soulless,adjective,Silnu
Soulmate,noun,Silliin
Sound,noun,Honaat
Sound,verb,Honit
Soundwave,noun,Honaatbo
Soup,noun,Bros
Sour,adjective,Lozuk
Source,noun,Leytah
South,noun,Stum
Southerly,adjective,Stumuv
Southern,adjective,Stumuv
Sovereign,adjective,Qoreyn
Sovngarde,noun,Sovngarde
Sow,verb,Sir
Spa,noun,Vahlomok
Space,noun,"Ginun, Gutlok"
Spaceship,noun,Gutlokviing
Spaceshuttle,noun,Gutlokviing
Spacious,adjective,Ginuntiik
Spade,noun,Deytoniir
Span,verb,Priidah
Spare,verb,Vahraak
Spark,verb,Geyol
Sparkle,verb,Viim
Sparrow,noun,Prekal
Spasm,noun,Vikit
Spawn,noun,Horvey
Speak,verb,Tinvaak
Speaker,noun,"Tinvaakin, Zulaan, Rihonit"
Spear,noun,Zuth
Special,adjective,Ahdinaak
Species,noun,Eylok
Specific,adjective,Wahzaal
Specifically,adverb,Suranmiik
Specificity,noun,Wahzaalom
Specify,verb,Wahzaal
Speckle,noun,Fahmey
Spectacles,noun,Koraaveyz
Specter,noun,Brendon
Spectral,adjective,Brendonus
Spectrum,noun,Loah
Speech,verb,Tinvaak
Speech,noun,Lingrot
Speechless,adjective,Tinvaaknu
Speed,noun,Nelom
Speedy,adjective,Nel
Spell,noun,Stav
"Spell Scroll",noun,Lupelaan
Spend,verb,Sov
Spent,verb,Sov
Sperm,noun,Maassemun
Sphere,noun,Ner
Sphinx,noun,Raaminsah
Spice,noun,Maak
Spiced,adjective,Maakus
Spices,noun,Maak
Spicey,adjective,Maakus
Spider,noun,Kostim
Spigot,noun,Gazviik
Spike,noun,Zeik
Spill,verb,Stiis
Spin,verb,Sook
Spine,noun,Qethserigir
Spineless,adjective,Raxnu
Spiral,noun,Wiil
Spire,noun,Zeikangaar
Spirit,noun,Zii
Spiritual,adjective,Ziinuv
Spit,verb,Shik
Spit,noun,Zurut
Spite,noun,Kraaz
Spiteful,adjective,Zokraaz
Spittle,noun,Nimahshik
Splash,verb,Spiir
Splat,verb,Baat
Splatter,verb,Baat
Splendid,adjective,Uraniik
Splendor,noun,Uraan
Splice,verb,Aavey
Splinter,noun,Muthir
Split,verb,"Krenok, Vonaav"
Splutter,verb,Shik
Spoil,verb,Liivut
Spoiled,adjective,Renek
Spoiler,noun,Liivutiik
Spoke,noun,Qethserod
Sponge,noun,Tefsulom
Spongy,adjective,Tefsulomus
Spook,verb,Gefaas
Spoon,noun,Ahnaak
Spore,noun,Verkiirgein
Spork,noun,Zofenahk
Sport,noun,Faantak
Sportsmanship,noun,Fantiikzin
Spot,verb,Koraavut
Spot,noun,Fahmey
Spotter,noun,Koraavutaan
Spouse,noun,Wolov
Spout,noun,Stornah
Spray,verb,Spiir
Spread,verb,Priidah
Spriggan,noun,Feykroziis
Spring,noun,"Vah, Vahlomok"
Sprinkle,verb,Sutah
Sprint,verb,"Tusron, Nelru"
Sprinter,noun,Tusroniik
Sprite,noun,Sii
Spritz,verb,Sutah
Spruce,noun,Poskur
Spurn,verb,Meyk
Sputter,verb,"Shik, Kresel"
Spy,noun,Vonzun
Spyglass,noun,"Koraaveyz, Gutmiin"
Squad,noun,Grahdopaan
Squander,verb,Nev
Square,noun,Ther
Squash,noun,Mahleyn
Squeal,verb,Marzaan
Squeeze,verb,Malgun
Squid,noun,Baviid
Squirrel,noun,Nadiin
Squish,verb,Malgun
Stab,verb,Kinz
Stabber,noun,Kinziik
Stability,noun,Tarnom
Stable,noun,Keyhofkiin
Stable,adjective,Tarn
Stack,noun,Mahkurstah
Stadium,noun,Lotgrahstaad
Staff,noun,Vasmiir
Stag,noun,Toriig
Stagger,verb,Trug
Stagnate,verb,Mahsah
Stain,verb,Nahpok
Stair,noun,Stegniir
Stairs,noun,Stegniir
Stalactite,noun,Golzeik
Stalagmite,noun,Golzeik
Stale,adjective,Renek
Stalemate,noun,Diingrah
Stalhrim,noun,Revakiiz
Stalk,noun,Luz
Stalk,verb,Nirvot
Stalker,noun,Nirvotiik
Stall,verb,Gespein
Stall,noun,Botikah
Stallion,noun,Keyrok
Stalwart,adjective,Vaagol
Stamina,noun,Gaan
Stammer,verb,Hefvaak
Stampede,noun,Gahlaak
Stance,noun,Koprein
Stand,verb,Kriist
Standard,noun,Qurnen
Standard,adjective,Nesiik
"Standing Stone",noun,Vahlogolz
Stank,verb,Pook
Staple,noun,Strevind
Star,noun,Fil
Starboard,noun,Filreid
Stardust,noun,Filklo
Stare,verb,Minz
Starfall,noun,Filmah
Starfish,noun,Filaas
Starlight,noun,Filkun
Start,verb,Gon
Starter,noun,Goniik
Starve,verb,Gebahlok
State,noun,"Vensekos, Maljunaar"
Statement,noun,Likinstah
Static,noun,Qoliis
Static,adjective,Mulhaan
Station,noun,Ubaak
Statistic,noun,Tokaaneiziid
Statue,noun,Nus
Stature,noun,Zinkriist
Statute,noun,Zothunrot
Stay,verb,Fey
Stead,noun,Hofkah
Steadfast,adjective,Tiidnu
Steadiness,noun,Tarnom
Steading,noun,Hofkah
Steady,adjective,Tarn
Steal,verb,Gahrot
Stealth,noun,Gahlot
Steam,noun,Lomos
Steamboat,noun,Lomosvaad
Steamy,adjective,Lomosus
Steed,noun,Keyd
Steel,noun,Dwiin
Steer,verb,Stiz
Stellar,adjective,Filuv
Stem,noun,Ahnul
Stench,verb,Riig
Step,verb,Steg
Stepladder,noun,Stegniir
Stereotype,noun,Vonumlor
Stern,noun,Akor
Stew,noun,Qaavbros
Steward,noun,Hofkinaar
Stick,verb,Hokaal
Stick,noun,Oraak
Sticky,adjective,Hokaalus
Stiffness,noun,Romkin
Stifle,verb,Nahled
Still,adjective,"Tul, Stiildus, Mulhaan"
Stillness,noun,Stiild
Stimulate,verb,Eliir
Sting,verb,Nin
Stinger,noun,Ninviidost
Stinginess,noun,Vofanaar
Stingy,adjective,Vofan
Stink,verb,Pook
Stinky,adjective,Pookus
Stole,verb,Gahrot
Stomach,noun,Skerah
Stomp,verb,Vog
Stone,noun,"Gol, Qethsegol, Golz"
Stony,adjective,Golzus
Stood,verb,Kriist
Stool,noun,Stur
Stop,verb,Vuth
Storage,noun,Zurahorun
Store,noun,"Veydar, Botikah"
Store,verb,Zurah
Storey,noun,Keilah
Stork,noun,Lingrahmos
Storm,noun,Strun
"Storm Atronach",noun,Strunkaronahs
Stormcloak,noun,Strundaam
Stormcrown,noun,Strundu'ul
Stormy,noun,Strunus
Story,noun,"Tey, Keilah"
Storyteller,noun,Teyfuniik
Stout,adjective,Vaagol
Stove,noun,Riyol
Straight,adjective,Tahvir
Straighten,verb,Tahlon
Strand,noun,Lahrin
Strange,adjective,Zurun
Stranger,noun,Zuruniik
Strangle,verb,Suliiv
Stratagem,noun,Grahmindol
Strategy,noun,Grahmin
Straw,noun,Yolkoos
Strawberry,noun,Hiskol
Streak,noun,Viiruh
Stream,noun,Bahyek
Street,noun,Brolor
Strength,noun,"Mul, Mulaag, Solkiig"
Strengthen,verb,Gemulaag
Stress,noun,Aank
Stretch,verb,Gelingrah
Stretch,verb,Priidah
Stride,noun,Paagoliis
Strife,noun,Straan
Strike,verb,Nos
String,noun,Trin
"String Bass",noun,Zoklotlovaastrin
"String Bassist",noun,Zoklotlovaastrinin
Strip,verb,Brenok
Stripe,noun,Reiz
Strive,verb,Vergrav
Strong,adjective,Mul
Stronghold,noun,Runir
Struck,verb,Nos
Structure,noun,Wahlaan
Struggle,verb,Bruleyk
Strum,verb,Strov
Strumpet,noun,Wiizaan
Stubborn,adjective,Golah
Stubborness,noun,Golahrom
Stuck,adjective,Kast
Student,noun,Prustiik
Studio,noun,Prustaad
Studious,adjective,Prustah
Study,noun,"Hahsok, Krosorun"
Study,verb,Prust
Stuff,noun,Trok
Stumble,verb,Vudeym
Stun,verb,Seyvuz
Stunted,adjective,Malingraan
Stupid,adjective,Hinzaal
Stupidity,noun,Hinz
Stupor,noun,Sahmey
Sturdiness,noun,Vaagol
Sturdy,adjective,Vaagol
Stutter,verb,Hefvaak
Sty,noun,Tulk
Style,noun,Vensedren
Suave,adjective,Naavah
Subatomic,adjective,Atumzahkoseyd
Subdue,verb,Enkron
Subject,noun,Vukahmiin
Subjective,adjective,Pogaan-Luft
Subjugate,verb,Enkron
Sublime,adjective,Baliis
Submarine,noun,Nebenboveysun
Submerge,verb,Nebenbo
Submission,verb,Qiilaak
Submit,verb,Qiilaak
Subscribe,verb,Pelvahrot
Subsequent,verb,Mindun
Subside,verb,Lumvit
Substance,noun,Himur
Substantial,adjective,Hahgolt
Substitute,verb,Oris
Subtle,adjective,Stiilah
Subtract,verb,Kuzond
Subway,noun,Fastrah
Succeed,verb,"Prunt, Dulmah, Mindun"
Success,noun,Pruntaas
Succession,verb,Dulmah
Successive,verb,Mindun
Such,adjective,Grik
Suck,verb,Tefsu
Sucker,noun,Tefsunaat
Sudden,adjective,Rolnah
Suffer,verb,Aus
Sufferer,noun,Ausiik
Suffix,noun,Aavmindinrot
Suffocate,verb,Laavak
Sugar,noun,Sufol
Sugary,adjective,Sufolus
Suggest,verb,Tovaak
Suggestion,noun,Tovaak
Suicide,noun,Krimaar
Suit,noun,Det
Suitable,adjective,Prudaav
Sulfur,noun,Nakooriiz
Sully,verb,Nahpok
Sulphur,noun,Nakooriiz
Summary,noun,Pahel
Summer,noun,Koor
"Summerset Isle",noun,Valzapor
Summery,adjective,Koorus
Summit,noun,Naar
Summon,verb,Bel
Summoner,noun,Beliik
Sun,noun,"Krein, Shul"
"Sun ray",noun,Sulsinak
"Sun's Dawn",noun,Kreinvu
"Sun's Dusk",noun,Kreintor
"Sun's Height",noun,Shulnaar
Sundas,noun,Filsul
Sunday,noun,Filsul
Sunder,verb,Krentaan
Sundial,noun,Tiidvokun
Sundown,noun,Shulmah
Sunflower,noun,Olseysevu
Sunglasses,noun,Vokunmiin
Sunlight,noun,Shulkun
Sunny,adjective,Shulus
Sunrise,noun,Gonsul
Sunset,noun,Shulmah
Sunshine,noun,Shulkun
Super,adjective,Zinul
Superb,adjective,Baliis
Superhuman,adjective,Zinuljoor
Superior,adjective,Avokei
Supernatural,adjective,Kasiil
Supernova,noun,Fildinok
Supper,noun,Prazaak
Supplant,verb,Zuplaar
Supple,adjective,Krehlim
Supply,noun,Birgahniir
Supply,verb,Birgah
Support,verb,Skilaan
Suppose,verb,Lorfonaar
Suppress,verb,Tukuz
Suppressor,noun,Nahlotzaan
Supremacy,noun,Mulimaar
Surcoat,noun,Kastalir
Sure,interjection,Bek
Sure,adjective,Pahsunaal
Surety,noun,Pahsu
Surf,noun,Krenlom
Surface,noun,Daasin
Surfboard,noun,Krenlom-Viing
Surge,noun,Suraas
Surgeon,noun,Zosovah
Surgery,noun,Zosoviis
Surgical,adjective,Zosoviisuv
Surmise,verb,Lorfonaar
Surname,noun,Faansefron
Surpass,verb,Bovortii
Surprise,verb,Eldraag
Surrender,verb,Gahviik
Surround,verb,Gekenlok
Surroundings,noun,Nizaag
Survival,noun,Neilaasend
Survive,verb,Neilaas
Survivor,noun,Neilaasin
Susceptible,adjective,Vahkroved
Suspect,verb,Grunah
Suspicion,noun,Grundaar
Suspicious,adjective,Grunir
Sustain,verb,Kirod
Swagger,verb,Kahmaar
Swallow,verb,Diivon
Swamp,noun,Trumgol
Swan,noun,Ahmos
Swap,verb,Braat
Swarm,noun,Gramaan
Sway,verb,Seyl
Swear,verb,Vaat
Sweat,noun,Guzor
Sweater,noun,Dezsom
Sweaty,adjective,Guzorus
Sweep,verb,Bonit
Sweet,adjective,Hes
Sweet,noun,Shiraav
"Sweet Potato",noun,Hespik
Sweetness,noun,Hes
Sweetroll,noun,Hesbrot
Swell,verb,Naram
Swelling,noun,Narand
Swift,adjective,Qobo
Swiftness,noun,Qoborom
Swim,verb,Fiis
Swimmer,noun,Fisiik
Swindle,verb,Meyvit
Swindler,noun,Meyvitaan
Swing,verb,Bosit
Swirl,verb,Peil
Switch,noun,Branaat
Switch,verb,Braat
Swollen,adjective,Naramaan
Swoon,verb,Frum
Swoop,verb,Bonit
Sword,noun,Zahkrii
Swordplay,noun,Zahkriidun
Swordsman,noun,Tuzmun
Swordsmanship,noun,Zahkriidun
